30001,0.006401755900900852
30002,0.4126731418397109
30003,0.7009205609963751
30004,0.04906855572346101
30005,0.9088833184700096
30006,0.17986149227228204
30007,0.28958572313721404
30008,0.7018562908149842
30009,0.2808181936913641
30010,0.41171824964844733
30011,0.398876882116809
30012,0.7835658984786413
30013,0.7040938759067622
30014,0.17522862424571856
30015,0.23340696268929273
30016,0.8362106186650387
30017,0.17986149227228204
30018,0.2676467956275237
30019,0.014851864217083264
30020,0.6071864780497219
30021,0.022459657849626696
30022,0.34907263395181815
30023,0.5507694001750997
30024,0.573763336138077
30025,0.21637046842320684
30026,0.015894680404754547
30027,0.35814387953212423
30028,0.5527624314236151
30029,0.42158928266520024
30030,0.7681256972918133
30031,0.23560118779566305
30032,0.4722590539955842
30033,0.10129006627733382
30034,0.2772158348490623
30035,0.024314165934882462
30036,0.8970839942915447
30037,0.05020304888304656
30038,0.28049045942297063
30039,0.4556173696223289
30040,0.16685272724900105
30041,0.07658876023127212
30042,0.5137473337942177
30043,0.4336103190959234
30044,0.2917174101610841
30045,0.3818518013864033
30046,0.48350786480131525
30047,0.23336925253292198
30048,0.2974302212132302
30049,0.45906242051979085
30050,0.047905218972069105
30051,0.08048280683269948
30052,0.7702875573559728
30053,0.17986149227228204
30054,0.4749584961399238
30055,0.2942069459272661
30056,0.6488800906356961
30057,0.006104093042029323
30058,0.060601062378720434
30059,0.5233442739271131
30060,0.3678928854282976
30061,0.5576955867360207
30062,0.3075711397111831
30063,0.2657892473269164
30064,0.5922226724802332
30065,0.47907926752025237
30066,0.47419023942417265
30067,0.5081953744343815
30068,0.3712700194585142
30069,0.6492081517951117
30070,0.4543791661339174
30071,0.6172658900654502
30072,0.006289412381629398
30073,0.2035282434987053
30074,0.3659803055960736
30075,0.3591755994667465
30076,0.10712793410986847
30077,0.46013602150515837
30078,0.36071285546844484
30079,0.6252929327988666
30080,0.7603964146596566
30081,0.36479548989016686
30082,0.018638766701569033
30083,0.38945521873013217
30084,0.45458980298615786
30085,0.3735390992567403
30086,0.2657892473269164
30087,0.8679808046198382
30088,0.0072060068642101115
30089,0.25331397146074247
30090,0.6035312571941475
30091,0.5273430779994647
30092,0.6142850442930461
